"","Data.as.of","Start.week","End.Week","State","Sex","Age.group","COVID.19.Deaths","Total.Deaths","Pneumonia.Deaths","Pneumonia.and.COVID.19.Deaths","Influenza.Deaths","Pneumonia..Influenza..or.COVID.19.Deaths","Footnote"
"871","07/22/2020","02/01/2020","07/11/2020","New York","Male","Under 1 year",0,123,0,0,0,0,""
"872","07/22/2020","02/01/2020","07/11/2020","New York","Male","1-4 years",0,21,0,0,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"873","07/22/2020","02/01/2020","07/11/2020","New York","Male","5-14 years",NA,36,NA,NA,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"874","07/22/2020","02/01/2020","07/11/2020","New York","Male","15-24 years",10,285,12,NA,0,16,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"875","07/22/2020","02/01/2020","07/11/2020","New York","Male","25-34 years",43,692,31,21,NA,55,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"876","07/22/2020","02/01/2020","07/11/2020","New York","Male","35-44 years",121,891,72,50,NA,145,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"877","07/22/2020","02/01/2020","07/11/2020","New York","Male","45-54 years",365,1803,261,192,NA,439,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"878","07/22/2020","02/01/2020","07/11/2020","New York","Male","55-64 years",898,4249,688,455,17,1147,""
"879","07/22/2020","02/01/2020","07/11/2020","New York","Male","65-74 years",1438,6405,1165,720,26,1906,""
"880","07/22/2020","02/01/2020","07/11/2020","New York","Male","75-84 years",1563,7466,1366,801,26,2152,""
"881","07/22/2020","02/01/2020","07/11/2020","New York","Male","85 years and over",1501,8352,1505,744,29,2288,""
"882","07/22/2020","02/01/2020","07/11/2020","New York","Male","All ages",5941,30323,5102,2990,109,8153,""
"883","07/22/2020","02/01/2020","07/11/2020","New York","Female","Under 1 year",0,88,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"884","07/22/2020","02/01/2020","07/11/2020","New York","Female","1-4 years",0,NA,0,0,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"885","07/22/2020","02/01/2020","07/11/2020","New York","Female","5-14 years",0,32,0,0,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"886","07/22/2020","02/01/2020","07/11/2020","New York","Female","15-24 years",NA,108,NA,0,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"887","07/22/2020","02/01/2020","07/11/2020","New York","Female","25-34 years",19,268,16,10,0,25,""
"888","07/22/2020","02/01/2020","07/11/2020","New York","Female","35-44 years",50,446,39,28,NA,63,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"889","07/22/2020","02/01/2020","07/11/2020","New York","Female","45-54 years",128,972,104,60,NA,174,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"890","07/22/2020","02/01/2020","07/11/2020","New York","Female","55-64 years",429,2640,386,227,13,600,""
"891","07/22/2020","02/01/2020","07/11/2020","New York","Female","65-74 years",803,4664,700,410,13,1106,""
"892","07/22/2020","02/01/2020","07/11/2020","New York","Female","75-84 years",1318,7049,1117,645,19,1809,""
"893","07/22/2020","02/01/2020","07/11/2020","New York","Female","85 years and over",2552,13978,2010,1092,44,3507,""
"894","07/22/2020","02/01/2020","07/11/2020","New York","Female","All ages",5301,30254,4377,2472,100,7297,""
"895","07/22/2020","02/01/2020","07/11/2020","New York","Unknown","All ages",0,NA,0,0,0,0,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"896","07/22/2020","02/01/2020","07/11/2020","New York Total","All","All Ages",11242,60579,9479,5462,209,15450,""
"897","07/22/2020","02/01/2020","07/11/2020","New York City","Male","Under 1 year",NA,104,NA,0,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"898","07/22/2020","02/01/2020","07/11/2020","New York City","Male","1-4 years",NA,18,NA,NA,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"899","07/22/2020","02/01/2020","07/11/2020","New York City","Male","5-14 years",NA,35,0,0,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"900","07/22/2020","02/01/2020","07/11/2020","New York City","Male","15-24 years",23,199,NA,NA,NA,25,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"901","07/22/2020","02/01/2020","07/11/2020","New York City","Male","25-34 years",111,546,56,41,NA,126,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"902","07/22/2020","02/01/2020","07/11/2020","New York City","Male","35-44 years",394,1077,151,122,28,430,""
"903","07/22/2020","02/01/2020","07/11/2020","New York City","Male","45-54 years",978,2206,447,359,72,1070,""
"904","07/22/2020","02/01/2020","07/11/2020","New York City","Male","55-64 years",2198,4740,1025,813,148,2423,""
"905","07/22/2020","02/01/2020","07/11/2020","New York City","Male","65-74 years",3245,6583,1567,1254,139,3563,""
"906","07/22/2020","02/01/2020","07/11/2020","New York City","Male","75-84 years",3076,6765,1611,1232,106,3464,""
"907","07/22/2020","02/01/2020","07/11/2020","New York City","Male","85 years and over",2088,5835,1195,824,77,2473,""
"908","07/22/2020","02/01/2020","07/11/2020","New York City","Male","All ages",12120,28108,6064,4653,583,13586,""
"909","07/22/2020","02/01/2020","07/11/2020","New York City","Female","Under 1 year",NA,82,0,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"910","07/22/2020","02/01/2020","07/11/2020","New York City","Female","1-4 years",NA,NA,NA,NA,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"911","07/22/2020","02/01/2020","07/11/2020","New York City","Female","5-14 years",NA,20,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"912","07/22/2020","02/01/2020","07/11/2020","New York City","Female","15-24 years",10,80,NA,NA,NA,13,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"913","07/22/2020","02/01/2020","07/11/2020","New York City","Female","25-34 years",54,230,22,15,NA,62,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"914","07/22/2020","02/01/2020","07/11/2020","New York City","Female","35-44 years",115,431,53,35,NA,134,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"915","07/22/2020","02/01/2020","07/11/2020","New York City","Female","45-54 years",391,1054,185,141,33,439,""
"916","07/22/2020","02/01/2020","07/11/2020","New York City","Female","55-64 years",1047,2537,532,423,68,1168,""
"917","07/22/2020","02/01/2020","07/11/2020","New York City","Female","65-74 years",1745,4252,903,677,88,1986,""
"918","07/22/2020","02/01/2020","07/11/2020","New York City","Female","75-84 years",2266,5759,1245,918,89,2611,""
"919","07/22/2020","02/01/2020","07/11/2020","New York City","Female","85 years and over",2709,9509,1503,1015,89,3221,""
"920","07/22/2020","02/01/2020","07/11/2020","New York City","Female","All ages",8340,23962,4453,3229,379,9639,""
"921","07/22/2020","02/01/2020","07/11/2020","New York City","Unknown","All ages",0,NA,0,0,0,0,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"922","07/22/2020","02/01/2020","07/11/2020","New York City Total","All","All Ages",20460,52071,10517,7882,962,23225,""
"923","07/22/2020","02/01/2020","07/11/2020","North Carolina","Male","Under 1 year",0,150,NA,0,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"924","07/22/2020","02/01/2020","07/11/2020","North Carolina","Male","1-4 years",0,18,NA,0,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"925","07/22/2020","02/01/2020","07/11/2020","North Carolina","Male","5-14 years",0,31,0,0,0,0,""
"926","07/22/2020","02/01/2020","07/11/2020","North Carolina","Male","15-24 years",NA,341,NA,NA,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"927","07/22/2020","02/01/2020","07/11/2020","North Carolina","Male","25-34 years",NA,594,15,NA,0,20,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"928","07/22/2020","02/01/2020","07/11/2020","North Carolina","Male","35-44 years",20,794,27,NA,NA,44,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"929","07/22/2020","02/01/2020","07/11/2020","North Carolina","Male","45-54 years",44,1265,64,18,NA,98,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"930","07/22/2020","02/01/2020","07/11/2020","North Carolina","Male","55-64 years",85,2846,180,34,32,263,""
"931","07/22/2020","02/01/2020","07/11/2020","North Carolina","Male","65-74 years",148,4317,341,55,22,455,""
"932","07/22/2020","02/01/2020","07/11/2020","North Carolina","Male","75-84 years",191,4658,413,74,17,547,""
"933","07/22/2020","02/01/2020","07/11/2020","North Carolina","Male","85 years and over",155,3694,343,69,18,446,""
"934","07/22/2020","02/01/2020","07/11/2020","North Carolina","Male","All ages",652,18708,1387,260,106,1883,""
"935","07/22/2020","02/01/2020","07/11/2020","North Carolina","Female","Under 1 year",0,128,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"936","07/22/2020","02/01/2020","07/11/2020","North Carolina","Female","1-4 years",0,13,0,0,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"937","07/22/2020","02/01/2020","07/11/2020","North Carolina","Female","5-14 years",0,31,NA,0,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"938","07/22/2020","02/01/2020","07/11/2020","North Carolina","Female","15-24 years",0,139,NA,0,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"939","07/22/2020","02/01/2020","07/11/2020","North Carolina","Female","25-34 years",NA,266,NA,0,NA,13,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"940","07/22/2020","02/01/2020","07/11/2020","North Carolina","Female","35-44 years",NA,436,23,NA,NA,31,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"941","07/22/2020","02/01/2020","07/11/2020","North Carolina","Female","45-54 years",23,849,45,11,11,68,""
"942","07/22/2020","02/01/2020","07/11/2020","North Carolina","Female","55-64 years",41,1955,137,17,20,181,""
"943","07/22/2020","02/01/2020","07/11/2020","North Carolina","Female","65-74 years",104,3244,232,38,31,329,""
"944","07/22/2020","02/01/2020","07/11/2020","North Carolina","Female","75-84 years",168,4591,344,60,20,472,""
"945","07/22/2020","02/01/2020","07/11/2020","North Carolina","Female","85 years and over",226,6392,435,68,27,620,""
"946","07/22/2020","02/01/2020","07/11/2020","North Carolina","Female","All ages",570,18044,1227,195,121,1723,""
"947","07/22/2020","02/01/2020","07/11/2020","North Carolina","Unknown","All ages",0,NA,0,0,0,0,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"948","07/22/2020","02/01/2020","07/11/2020","North Carolina Total","All","All Ages",1222,36756,2614,455,227,3606,""
"949","07/22/2020","02/01/2020","07/11/2020","North Dakota","Male","Under 1 year",0,11,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
